ForecastKey,MonthStartDate,RegionKey,ProductKey,ForecastRevenue,ForecastCost,ForecastVersion
FC202408R01P003,2024-08-01,R01,P003,82619.77,33480.93,Rolling Forecast
FC202408R01P004,2024-08-01,R01,P004,97103.26,34922.38,Rolling Forecast
FC202408R01P005,2024-08-01,R01,P005,102407.94,34779.17,Rolling Forecast
FC202408R01P006,2024-08-01,R01,P006,72190.61,19722.52,Rolling Forecast
FC202408R01P007,2024-08-01,R01,P007,69896.02,22406.69,Rolling Forecast
FC202408R01P008,2024-08-01,R01,P008,124301.96,45980.34,Rolling Forecast
FC202408R02P001,2024-08-01,R02,P001,81185.03,35623.41,Rolling Forecast
FC202408R02P002,2024-08-01,R02,P002,77843.20,34960.40,Rolling Forecast
FC202408R02P003,2024-08-01,R02,P003,82393.36,32155.24,Rolling Forecast
FC202408R02P004,2024-08-01,R02,P004,94137.40,31191.59,Rolling Forecast
FC202408R02P005,2024-08-01,R02,P005,100568.39,34438.12,Rolling Forecast
FC202408R02P006,2024-08-01,R02,P006,69613.81,20211.44,Rolling Forecast
FC202408R02P007,2024-08-01,R02,P007,75567.06,23783.39,Rolling Forecast
FC202408R02P008,2024-08-01,R02,P008,121726.26,44442.99,Rolling Forecast
FC202408R03P001,2024-08-01,R03,P001,78068.49,33243.63,Rolling Forecast
FC202408R03P002,2024-08-01,R03,P002,77769.45,34952.89,Rolling Forecast
FC202408R03P003,2024-08-01,R03,P003,82072.71,31722.39,Rolling Forecast
FC202408R03P004,2024-08-01,R03,P004,107759.81,36289.62,Rolling Forecast
FC202408R03P005,2024-08-01,R03,P005,107324.36,35400.26,Rolling Forecast
FC202408R03P006,2024-08-01,R03,P006,70705.17,20214.59,Rolling Forecast
FC202408R03P007,2024-08-01,R03,P007,72286.78,23166.35,Rolling Forecast
FC202408R03P008,2024-08-01,R03,P008,133398.03,48818.36,Rolling Forecast
FC202408R04P001,2024-08-01,R04,P001,81197.03,34278.34,Rolling Forecast
FC202408R04P002,2024-08-01,R04,P002,65440.96,28862.94,Rolling Forecast
FC202408R04P003,2024-08-01,R04,P003,83060.75,33335.08,Rolling Forecast
FC202408R04P004,2024-08-01,R04,P004,91031.58,32288.15,Rolling Forecast
FC202408R04P005,2024-08-01,R04,P005,92305.36,30399.49,Rolling Forecast
FC202408R04P006,2024-08-01,R04,P006,62871.27,18176.76,Rolling Forecast
FC202408R04P007,2024-08-01,R04,P007,77015.60,24104.87,Rolling Forecast
FC202408R04P008,2024-08-01,R04,P008,101970.84,37001.95,Rolling Forecast
FC202408R05P001,2024-08-01,R05,P001,77966.27,32717.66,Rolling Forecast
FC202408R05P002,2024-08-01,R05,P002,74641.74,33596.94,Rolling Forecast
FC202408R05P003,2024-08-01,R05,P003,90273.15,34401.70,Rolling Forecast
FC202408R05P004,2024-08-01,R05,P004,108450.62,36291.18,Rolling Forecast
FC202408R05P005,2024-08-01,R05,P005,107902.34,34995.09,Rolling Forecast
FC202408R05P006,2024-08-01,R05,P006,72696.07,20621.70,Rolling Forecast
FC202408R05P007,2024-08-01,R05,P007,76997.12,24093.85,Rolling Forecast
FC202408R05P008,2024-08-01,R05,P008,122637.67,43698.45,Rolling Forecast
FC202408R06P001,2024-08-01,R06,P001,67799.06,28395.55,Rolling Forecast
FC202408R06P002,2024-08-01,R06,P002,83708.68,38063.75,Rolling Forecast
FC202408R06P003,2024-08-01,R06,P003,81366.78,31350.65,Rolling Forecast
FC202408R06P004,2024-08-01,R06,P004,95350.28,32108.97,Rolling Forecast
FC202408R06P005,2024-08-01,R06,P005,100784.70,33387.67,Rolling Forecast
FC202408R06P006,2024-08-01,R06,P006,71837.50,19819.02,Rolling Forecast
FC202408R06P007,2024-08-01,R06,P007,70825.50,23210.62,Rolling Forecast
FC202408R06P008,2024-08-01,R06,P008,106036.12,38851.02,Rolling Forecast
FC202409R01P001,2024-09-01,R01,P001,102267.95,41944.44,Rolling Forecast
FC202409R01P002,2024-09-01,R01,P002,108920.96,50983.17,Rolling Forecast
FC202409R01P003,2024-09-01,R01,P003,101791.77,41089.16,Rolling Forecast
FC202409R01P004,2024-09-01,R01,P004,120620.37,43245.13,Rolling Forecast
FC202409R01P005,2024-09-01,R01,P005,138267.57,47559.38,Rolling Forecast
FC202409R01P006,2024-09-01,R01,P006,86352.83,24839.44,Rolling Forecast
FC202409R01P007,2024-09-01,R01,P007,96590.96,30353.80,Rolling Forecast
FC202409R01P008,2024-09-01,R01,P008,158428.14,56979.17,Rolling Forecast
FC202409R02P001,2024-09-01,R02,P001,98534.21,41140.36,Rolling Forecast
FC202409R02P002,2024-09-01,R02,P002,85885.81,38403.44,Rolling Forecast
FC202409R02P003,2024-09-01,R02,P003,99735.92,40214.67,Rolling Forecast
FC202409R02P004,2024-09-01,R02,P004,137615.33,49263.32,Rolling Forecast
FC202409R02P005,2024-09-01,R02,P005,145466.25,50370.43,Rolling Forecast
FC202409R02P006,2024-09-01,R02,P006,93366.01,25723.23,Rolling Forecast
FC202409R02P007,2024-09-01,R02,P007,93788.96,29365.43,Rolling Forecast
FC202409R02P008,2024-09-01,R02,P008,128354.45,48470.90,Rolling Forecast
FC202409R03P001,2024-09-01,R03,P001,105574.32,45454.29,Rolling Forecast
FC202409R03P002,2024-09-01,R03,P002,113831.47,51369.39,Rolling Forecast
FC202409R03P003,2024-09-01,R03,P003,109406.96,43672.60,Rolling Forecast
FC202409R03P004,2024-09-01,R03,P004,144830.66,49226.28,Rolling Forecast
FC202409R03P005,2024-09-01,R03,P005,135073.69,46227.53,Rolling Forecast
FC202409R03P006,2024-09-01,R03,P006,99521.08,27547.19,Rolling Forecast
FC202409R03P007,2024-09-01,R03,P007,89860.33,27077.31,Rolling Forecast
FC202409R03P008,2024-09-01,R03,P008,134340.85,50657.24,Rolling Forecast
FC202409R04P001,2024-09-01,R04,P001,93701.18,40244.82,Rolling Forecast
FC202409R04P002,2024-09-01,R04,P002,110143.61,50842.15,Rolling Forecast
FC202409R04P003,2024-09-01,R04,P003,104336.95,41960.64,Rolling Forecast
FC202409R04P004,2024-09-01,R04,P004,114092.75,37922.54,Rolling Forecast
FC202409R04P005,2024-09-01,R04,P005,126024.06,42724.61,Rolling Forecast
FC202409R04P006,2024-09-01,R04,P006,77736.82,22952.11,Rolling Forecast
FC202409R04P007,2024-09-01,R04,P007,81818.79,26637.08,Rolling Forecast
FC202409R04P008,2024-09-01,R04,P008,134088.38,47435.27,Rolling Forecast
FC202409R05P001,2024-09-01,R05,P001,89987.33,38201.54,Rolling Forecast
FC202409R05P002,2024-09-01,R05,P002,100614.47,45203.97,Rolling Forecast
FC202409R05P003,2024-09-01,R05,P003,107232.58,41071.62,Rolling Forecast
FC202409R05P004,2024-09-01,R05,P004,133020.26,44103.21,Rolling Forecast
FC202409R05P005,2024-09-01,R05,P005,125267.85,41362.93,Rolling Forecast
FC202409R05P006,2024-09-01,R05,P006,96780.02,27366.78,Rolling Forecast
FC202409R05P007,2024-09-01,R05,P007,95314.95,28990.78,Rolling Forecast
FC202409R05P008,2024-09-01,R05,P008,163284.09,60489.39,Rolling Forecast
FC202409R06P001,2024-09-01,R06,P001,100423.91,41996.75,Rolling Forecast
FC202409R06P002,2024-09-01,R06,P002,92110.68,41890.42,Rolling Forecast
FC202409R06P003,2024-09-01,R06,P003,114282.61,45290.64,Rolling Forecast
FC202409R06P004,2024-09-01,R06,P004,109812.11,38491.38,Rolling Forecast
FC202409R06P005,2024-09-01,R06,P005,133061.07,43143.35,Rolling Forecast
FC202409R06P006,2024-09-01,R06,P006,77077.62,21726.22,Rolling Forecast
FC202409R06P007,2024-09-01,R06,P007,88617.78,28936.87,Rolling Forecast
FC202409R06P008,2024-09-01,R06,P008,140590.60,50654.78,Rolling Forecast
FC202410R01P001,2024-10-01,R01,P001,99565.04,42564.21,Rolling Forecast
FC202410R01P002,2024-10-01,R01,P002,114827.15,53352.53,Rolling Forecast
FC202410R01P003,2024-10-01,R01,P003,130884.46,50614.64,Rolling Forecast
FC202410R01P004,2024-10-01,R01,P004,141787.72,49793.82,Rolling Forecast
FC202410R01P005,2024-10-01,R01,P005,144875.98,50046.55,Rolling Forecast
FC202410R01P006,2024-10-01,R01,P006,80731.41,22356.12,Rolling Forecast
FC202410R01P007,2024-10-01,R01,P007,101477.78,31018.85,Rolling Forecast
FC202410R01P008,2024-10-01,R01,P008,150902.89,53042.77,Rolling Forecast
FC202410R02P001,2024-10-01,R02,P001,85860.32,35933.12,Rolling Forecast
FC202410R02P002,2024-10-01,R02,P002,114017.12,52434.59,Rolling Forecast
FC202410R02P003,2024-10-01,R02,P003,121844.78,47823.18,Rolling Forecast
FC202410R02P004,2024-10-01,R02,P004,124954.04,44885.23,Rolling Forecast
FC202410R02P005,2024-10-01,R02,P005,120407.10,40939.42,Rolling Forecast
FC202410R02P006,2024-10-01,R02,P006,96149.05,28435.21,Rolling Forecast
FC202410R02P007,2024-10-01,R02,P007,87729.02,26725.49,Rolling Forecast
FC202410R02P008,2024-10-01,R02,P008,150933.99,53882.06,Rolling Forecast
FC202410R03P001,2024-10-01,R03,P001,115603.39,49071.84,Rolling Forecast
FC202410R03P002,2024-10-01,R03,P002,113713.88,52614.86,Rolling Forecast
FC202410R03P003,2024-10-01,R03,P003,117874.62,45392.94,Rolling Forecast
FC202410R03P004,2024-10-01,R03,P004,139746.12,50064.12,Rolling Forecast
FC202410R03P005,2024-10-01,R03,P005,136768.95,47624.31,Rolling Forecast
FC202410R03P006,2024-10-01,R03,P006,100737.03,29290.26,Rolling Forecast
FC202410R03P007,2024-10-01,R03,P007,101010.90,30320.23,Rolling Forecast
FC202410R03P008,2024-10-01,R03,P008,168225.05,61208.50,Rolling Forecast
FC202410R04P001,2024-10-01,R04,P001,92902.47,38337.86,Rolling Forecast
FC202410R04P002,2024-10-01,R04,P002,102858.94,45259.03,Rolling Forecast
FC202410R04P003,2024-10-01,R04,P003,110096.06,42055.53,Rolling Forecast
FC202410R04P004,2024-10-01,R04,P004,138727.89,46506.50,Rolling Forecast
FC202410R04P005,2024-10-01,R04,P005,112585.26,37325.95,Rolling Forecast
FC202410R04P006,2024-10-01,R04,P006,77278.07,21718.28,Rolling Forecast
FC202410R04P007,2024-10-01,R04,P007,104533.19,33674.88,Rolling Forecast
FC202410R04P008,2024-10-01,R04,P008,130199.44,49174.47,Rolling Forecast
FC202410R05P001,2024-10-01,R05,P001,94632.71,41564.07,Rolling Forecast
FC202410R05P002,2024-10-01,R05,P002,105539.02,48142.81,Rolling Forecast
FC202410R05P003,2024-10-01,R05,P003,118989.52,45654.24,Rolling Forecast
FC202410R05P004,2024-10-01,R05,P004,122729.26,41715.65,Rolling Forecast
FC202410R05P005,2024-10-01,R05,P005,132556.00,43739.98,Rolling Forecast
FC202410R05P006,2024-10-01,R05,P006,95388.90,28558.93,Rolling Forecast
FC202410R05P007,2024-10-01,R05,P007,105172.91,32960.92,Rolling Forecast
FC202410R05P008,2024-10-01,R05,P008,166440.14,59010.94,Rolling Forecast
FC202410R06P001,2024-10-01,R06,P001,86042.55,35574.27,Rolling Forecast
FC202410R06P002,2024-10-01,R06,P002,114412.76,50523.01,Rolling Forecast
FC202410R06P003,2024-10-01,R06,P003,115922.04,46094.75,Rolling Forecast
FC202410R06P004,2024-10-01,R06,P004,121296.62,41363.17,Rolling Forecast
FC202410R06P005,2024-10-01,R06,P005,140930.95,46386.15,Rolling Forecast
FC202410R06P006,2024-10-01,R06,P006,85420.32,25290.75,Rolling Forecast
FC202410R06P007,2024-10-01,R06,P007,96703.00,31134.75,Rolling Forecast
FC202410R06P008,2024-10-01,R06,P008,148487.04,53575.78,Rolling Forecast
FC202411R01P001,2024-11-01,R01,P001,102177.36,43751.45,Rolling Forecast
FC202411R01P002,2024-11-01,R01,P002,104761.47,46638.80,Rolling Forecast
FC202411R01P003,2024-11-01,R01,P003,116533.50,46539.78,Rolling Forecast
FC202411R01P004,2024-11-01,R01,P004,127896.20,44402.85,Rolling Forecast
FC202411R01P005,2024-11-01,R01,P005,165927.56,56201.48,Rolling Forecast
FC202411R01P006,2024-11-01,R01,P006,101359.91,30227.37,Rolling Forecast
FC202411R01P007,2024-11-01,R01,P007,97238.35,29478.27,Rolling Forecast
FC202411R01P008,2024-11-01,R01,P008,184130.47,69177.97,Rolling Forecast
FC202411R02P001,2024-11-01,R02,P001,95807.01,42062.47,Rolling Forecast
FC202411R02P002,2024-11-01,R02,P002,123663.39,56292.75,Rolling Forecast
FC202411R02P003,2024-11-01,R02,P003,109840.47,43722.31,Rolling Forecast
FC202411R02P004,2024-11-01,R02,P004,129732.86,44943.64,Rolling Forecast
FC202411R02P005,2024-11-01,R02,P005,159601.14,51306.41,Rolling Forecast
FC202411R02P006,2024-11-01,R02,P006,105865.10,31374.10,Rolling Forecast
FC202411R02P007,2024-11-01,R02,P007,99110.86,32344.73,Rolling Forecast
FC202411R02P008,2024-11-01,R02,P008,152230.17,53583.34,Rolling Forecast
FC202411R03P001,2024-11-01,R03,P001,111459.87,47115.14,Rolling Forecast
FC202411R03P002,2024-11-01,R03,P002,113350.72,52294.02,Rolling Forecast
FC202411R03P003,2024-11-01,R03,P003,140638.72,55529.83,Rolling Forecast
FC202411R03P004,2024-11-01,R03,P004,165021.49,55295.17,Rolling Forecast
FC202411R03P005,2024-11-01,R03,P005,155412.88,50513.74,Rolling Forecast
FC202411R03P006,2024-11-01,R03,P006,103137.82,29025.74,Rolling Forecast
FC202411R03P007,2024-11-01,R03,P007,121946.53,37319.00,Rolling Forecast
FC202411R03P008,2024-11-01,R03,P008,178667.75,64612.95,Rolling Forecast
FC202411R04P001,2024-11-01,R04,P001,90886.25,38574.60,Rolling Forecast
FC202411R04P002,2024-11-01,R04,P002,108799.08,49007.78,Rolling Forecast
FC202411R04P003,2024-11-01,R04,P003,117718.98,46523.57,Rolling Forecast
FC202411R04P004,2024-11-01,R04,P004,145645.31,49326.14,Rolling Forecast
FC202411R04P005,2024-11-01,R04,P005,152229.03,49058.24,Rolling Forecast
FC202411R04P006,2024-11-01,R04,P006,105961.94,29554.76,Rolling Forecast
FC202411R04P007,2024-11-01,R04,P007,112393.31,34537.41,Rolling Forecast
FC202411R04P008,2024-11-01,R04,P008,139842.40,50512.46,Rolling Forecast
FC202411R05P001,2024-11-01,R05,P001,97641.52,42293.28,Rolling Forecast
FC202411R05P002,2024-11-01,R05,P002,129144.52,57393.10,Rolling Forecast
FC202411R05P003,2024-11-01,R05,P003,129199.53,50264.31,Rolling Forecast
FC202411R05P004,2024-11-01,R05,P004,159641.94,52983.31,Rolling Forecast
FC202411R05P005,2024-11-01,R05,P005,162473.03,54004.95,Rolling Forecast
FC202411R05P006,2024-11-01,R05,P006,98814.05,28972.11,Rolling Forecast
FC202411R05P007,2024-11-01,R05,P007,112342.43,33924.36,Rolling Forecast
FC202411R05P008,2024-11-01,R05,P008,172349.96,64751.39,Rolling Forecast
FC202411R06P001,2024-11-01,R06,P001,93688.60,38579.72,Rolling Forecast
FC202411R06P002,2024-11-01,R06,P002,131349.58,58458.82,Rolling Forecast
FC202411R06P003,2024-11-01,R06,P003,132103.24,53965.79,Rolling Forecast
FC202411R06P004,2024-11-01,R06,P004,124480.83,43661.50,Rolling Forecast
FC202411R06P005,2024-11-01,R06,P005,151199.80,49761.71,Rolling Forecast
FC202411R06P006,2024-11-01,R06,P006,85724.27,25191.96,Rolling Forecast
FC202411R06P007,2024-11-01,R06,P007,110865.13,35706.40,Rolling Forecast
FC202411R06P008,2024-11-01,R06,P008,173365.94,62720.06,Rolling Forecast
FC202412R01P001,2024-12-01,R01,P001,83073.26,35588.97,Rolling Forecast
FC202412R01P002,2024-12-01,R01,P002,99215.20,45527.73,Rolling Forecast
FC202412R01P003,2024-12-01,R01,P003,113651.73,44956.33,Rolling Forecast
FC202412R01P004,2024-12-01,R01,P004,110173.51,38736.34,Rolling Forecast
FC202412R01P005,2024-12-01,R01,P005,109671.77,35460.41,Rolling Forecast
FC202412R01P006,2024-12-01,R01,P006,88614.52,24583.39,Rolling Forecast
FC202412R01P007,2024-12-01,R01,P007,94854.73,28750.89,Rolling Forecast
FC202412R01P008,2024-12-01,R01,P008,149110.08,56569.65,Rolling Forecast
FC202412R02P001,2024-12-01,R02,P001,94443.31,40049.18,Rolling Forecast
FC202412R02P002,2024-12-01,R02,P002,101293.38,45186.78,Rolling Forecast
FC202412R02P003,2024-12-01,R02,P003,100034.29,39561.83,Rolling Forecast
FC202412R02P004,2024-12-01,R02,P004,122339.11,43345.07,Rolling Forecast
FC202412R02P005,2024-12-01,R02,P005,121761.55,39051.61,Rolling Forecast
FC202412R02P006,2024-12-01,R02,P006,84003.73,23859.46,Rolling Forecast
FC202412R02P007,2024-12-01,R02,P007,68906.31,21507.85,Rolling Forecast
FC202412R02P008,2024-12-01,R02,P008,116007.63,42487.68,Rolling Forecast
FC202412R03P001,2024-12-01,R03,P001,95571.90,40613.97,Rolling Forecast
FC202412R03P002,2024-12-01,R03,P002,92462.98,42933.82,Rolling Forecast
FC202412R03P003,2024-12-01,R03,P003,118577.65,48554.20,Rolling Forecast
FC202412R03P004,2024-12-01,R03,P004,136013.62,47308.35,Rolling Forecast
FC202412R03P005,2024-12-01,R03,P005,126877.02,41578.65,Rolling Forecast
FC202412R03P006,2024-12-01,R03,P006,83299.66,23661.31,Rolling Forecast
FC202412R03P007,2024-12-01,R03,P007,95962.94,31623.90,Rolling Forecast
FC202412R03P008,2024-12-01,R03,P008,139133.06,51501.62,Rolling Forecast
FC202412R04P001,2024-12-01,R04,P001,78095.97,33722.16,Rolling Forecast
FC202412R04P002,2024-12-01,R04,P002,82680.31,37382.60,Rolling Forecast
FC202412R04P003,2024-12-01,R04,P003,105889.81,40698.56,Rolling Forecast
FC202412R04P004,2024-12-01,R04,P004,102576.59,35833.71,Rolling Forecast
FC202412R04P005,2024-12-01,R04,P005,110414.88,36541.86,Rolling Forecast
FC202412R04P006,2024-12-01,R04,P006,69900.08,19479.63,Rolling Forecast
FC202412R04P007,2024-12-01,R04,P007,80327.79,25298.50,Rolling Forecast
FC202412R04P008,2024-12-01,R04,P008,124243.32,46923.77,Rolling Forecast
FC202412R05P001,2024-12-01,R05,P001,88925.33,38257.92,Rolling Forecast
FC202412R05P002,2024-12-01,R05,P002,94191.59,41488.26,Rolling Forecast
FC202412R05P003,2024-12-01,R05,P003,101696.12,39772.88,Rolling Forecast
FC202412R05P004,2024-12-01,R05,P004,119718.69,40802.66,Rolling Forecast
FC202412R05P005,2024-12-01,R05,P005,132940.78,45479.69,Rolling Forecast
FC202412R05P006,2024-12-01,R05,P006,85655.66,23729.98,Rolling Forecast
FC202412R05P007,2024-12-01,R05,P007,88658.17,29059.83,Rolling Forecast
FC202412R05P008,2024-12-01,R05,P008,125692.17,44108.22,Rolling Forecast
FC202412R06P001,2024-12-01,R06,P001,81253.98,35511.10,Rolling Forecast
FC202412R06P002,2024-12-01,R06,P002,88491.82,39239.18,Rolling Forecast
FC202412R06P003,2024-12-01,R06,P003,101912.38,39754.02,Rolling Forecast
FC202412R06P004,2024-12-01,R06,P004,117109.53,39713.82,Rolling Forecast
FC202412R06P005,2024-12-01,R06,P005,121860.60,42460.03,Rolling Forecast
FC202412R06P006,2024-12-01,R06,P006,74358.66,20544.60,Rolling Forecast
FC202412R06P007,2024-12-01,R06,P007,75437.95,23318.84,Rolling Forecast
FC202412R06P008,2024-12-01,R06,P008,130599.72,47067.55,Rolling Forecast
FC202501R01P001,2025-01-01,R01,P001,62301.10,26299.01,Rolling Forecast
FC202501R01P002,2025-01-01,R01,P002,75319.96,35186.16,Rolling Forecast
FC202501R01P003,2025-01-01,R01,P003,73406.88,28251.74,Rolling Forecast
FC202501R01P004,2025-01-01,R01,P004,96412.57,33471.73,Rolling Forecast
FC202501R01P005,2025-01-01,R01,P005,92013.80,30034.64,Rolling Forecast
FC202501R01P006,2025-01-01,R01,P006,61269.55,17034.43,Rolling Forecast
FC202501R01P007,2025-01-01,R01,P007,69228.63,21301.01,Rolling Forecast
FC202501R01P008,2025-01-01,R01,P008,126457.90,46931.06,Rolling Forecast
FC202501R02P001,2025-01-01,R02,P001,63289.78,27198.69,Rolling Forecast
FC202501R02P002,2025-01-01,R02,P002,70285.36,31734.25,Rolling Forecast
FC202501R02P003,2025-01-01,R02,P003,73276.55,29897.31,Rolling Forecast
FC202501R02P004,2025-01-01,R02,P004,82312.90,27189.80,Rolling Forecast
FC202501R02P005,2025-01-01,R02,P005,80023.83,25865.22,Rolling Forecast
FC202501R02P006,2025-01-01,R02,P006,62023.39,16929.26,Rolling Forecast
FC202501R02P007,2025-01-01,R02,P007,69395.88,22532.94,Rolling Forecast
FC202501R02P008,2025-01-01,R02,P008,99770.16,36550.98,Rolling Forecast
FC202501R03P001,2025-01-01,R03,P001,67753.79,29497.21,Rolling Forecast
FC202501R03P002,2025-01-01,R03,P002,89156.36,39744.80,Rolling Forecast
FC202501R03P003,2025-01-01,R03,P003,98931.03,40011.81,Rolling Forecast
FC202501R03P004,2025-01-01,R03,P004,99050.38,33353.44,Rolling Forecast
FC202501R03P005,2025-01-01,R03,P005,97808.23,33069.36,Rolling Forecast
FC202501R03P006,2025-01-01,R03,P006,72285.63,20050.98,Rolling Forecast
FC202501R03P007,2025-01-01,R03,P007,67947.85,21851.05,Rolling Forecast
FC202501R03P008,2025-01-01,R03,P008,117366.18,41084.74,Rolling Forecast
FC202501R04P001,2025-01-01,R04,P001,69207.49,29485.49,Rolling Forecast
FC202501R04P002,2025-01-01,R04,P002,62856.42,28500.85,Rolling Forecast
FC202501R04P003,2025-01-01,R04,P003,70021.36,27430.51,Rolling Forecast
FC202501R04P004,2025-01-01,R04,P004,90559.04,32245.74,Rolling Forecast
FC202501R04P005,2025-01-01,R04,P005,83801.98,27049.43,Rolling Forecast
FC202501R04P006,2025-01-01,R04,P006,53941.66,15513.75,Rolling Forecast
FC202501R04P007,2025-01-01,R04,P007,62665.46,19883.83,Rolling Forecast
FC202501R04P008,2025-01-01,R04,P008,99279.44,37551.99,Rolling Forecast
FC202501R05P001,2025-01-01,R05,P001,69795.89,30419.93,Rolling Forecast
FC202501R05P002,2025-01-01,R05,P002,73437.93,32515.59,Rolling Forecast
FC202501R05P003,2025-01-01,R05,P003,79415.27,30186.96,Rolling Forecast
FC202501R05P004,2025-01-01,R05,P004,99345.00,33336.89,Rolling Forecast
FC202501R05P005,2025-01-01,R05,P005,96004.57,31012.90,Rolling Forecast
FC202501R05P006,2025-01-01,R05,P006,64411.41,18010.96,Rolling Forecast
FC202501R05P007,2025-01-01,R05,P007,70924.46,21918.49,Rolling Forecast
FC202501R05P008,2025-01-01,R05,P008,93061.51,33427.37,Rolling Forecast
FC202501R06P001,2025-01-01,R06,P001,61785.11,26384.33,Rolling Forecast
FC202501R06P002,2025-01-01,R06,P002,68570.53,32065.29,Rolling Forecast
FC202501R06P003,2025-01-01,R06,P003,86759.79,32985.41,Rolling Forecast
FC202501R06P004,2025-01-01,R06,P004,82465.03,28560.93,Rolling Forecast
FC202501R06P005,2025-01-01,R06,P005,96967.22,32898.99,Rolling Forecast
FC202501R06P006,2025-01-01,R06,P006,69213.86,20309.82,Rolling Forecast
FC202501R06P007,2025-01-01,R06,P007,60790.51,19849.95,Rolling Forecast
FC202501R06P008,2025-01-01,R06,P008,97326.85,34572.99,Rolling Forecast
FC202502R01P001,2025-02-01,R01,P001,77972.61,33299.38,Rolling Forecast
FC202502R01P002,2025-02-01,R01,P002,69015.32,30484.19,Rolling Forecast
FC202502R01P003,2025-02-01,R01,P003,88625.14,34361.45,Rolling Forecast
FC202502R01P004,2025-02-01,R01,P004,97736.48,34374.68,Rolling Forecast
FC202502R01P005,2025-02-01,R01,P005,102834.64,32951.70,Rolling Forecast
FC202502R01P006,2025-02-01,R01,P006,67445.68,18283.31,Rolling Forecast
FC202502R01P007,2025-02-01,R01,P007,63667.58,20928.58,Rolling Forecast
FC202502R01P008,2025-02-01,R01,P008,134992.50,47995.59,Rolling Forecast
FC202502R02P001,2025-02-01,R02,P001,69765.57,29876.78,Rolling Forecast
FC202502R02P002,2025-02-01,R02,P002,72562.56,32834.59,Rolling Forecast
FC202502R02P003,2025-02-01,R02,P003,94806.83,38759.87,Rolling Forecast
FC202502R02P004,2025-02-01,R02,P004,89073.92,31728.47,Rolling Forecast
FC202502R02P005,2025-02-01,R02,P005,118074.50,41041.53,Rolling Forecast
FC202502R02P006,2025-02-01,R02,P006,68037.22,18429.16,Rolling Forecast
FC202502R02P007,2025-02-01,R02,P007,68490.82,21646.62,Rolling Forecast
FC202502R02P008,2025-02-01,R02,P008,110967.46,41940.71,Rolling Forecast
FC202502R03P001,2025-02-01,R03,P001,85841.22,36318.45,Rolling Forecast
FC202502R03P002,2025-02-01,R03,P002,91032.53,41124.15,Rolling Forecast
FC202502R03P003,2025-02-01,R03,P003,106364.50,42977.17,Rolling Forecast
FC202502R03P004,2025-02-01,R03,P004,98311.42,33384.45,Rolling Forecast
FC202502R03P005,2025-02-01,R03,P005,120756.69,41859.69,Rolling Forecast
FC202502R03P006,2025-02-01,R03,P006,78507.29,21311.77,Rolling Forecast
FC202502R03P007,2025-02-01,R03,P007,69293.36,21837.86,Rolling Forecast
FC202502R03P008,2025-02-01,R03,P008,110972.81,40021.42,Rolling Forecast
FC202502R04P001,2025-02-01,R04,P001,76460.95,32426.65,Rolling Forecast
FC202502R04P002,2025-02-01,R04,P002,76898.03,34121.76,Rolling Forecast
FC202502R04P003,2025-02-01,R04,P003,78688.63,31502.33,Rolling Forecast
FC202502R04P004,2025-02-01,R04,P004,82277.28,29011.29,Rolling Forecast
FC202502R04P005,2025-02-01,R04,P005,101594.57,34519.23,Rolling Forecast
FC202502R04P006,2025-02-01,R04,P006,58584.46,16586.98,Rolling Forecast
FC202502R04P007,2025-02-01,R04,P007,59883.52,19728.57,Rolling Forecast
FC202502R04P008,2025-02-01,R04,P008,100698.67,37937.73,Rolling Forecast
FC202502R05P001,2025-02-01,R05,P001,75604.01,32177.96,Rolling Forecast
FC202502R05P002,2025-02-01,R05,P002,73860.99,34422.98,Rolling Forecast
FC202502R05P003,2025-02-01,R05,P003,79732.17,31981.19,Rolling Forecast
FC202502R05P004,2025-02-01,R05,P004,104246.44,37307.88,Rolling Forecast
FC202502R05P005,2025-02-01,R05,P005,108181.80,35379.85,Rolling Forecast
FC202502R05P006,2025-02-01,R05,P006,63127.05,18845.58,Rolling Forecast
FC202502R05P007,2025-02-01,R05,P007,76870.42,24236.08,Rolling Forecast
FC202502R05P008,2025-02-01,R05,P008,113369.19,41484.22,Rolling Forecast
FC202502R06P001,2025-02-01,R06,P001,76232.53,32738.40,Rolling Forecast
FC202502R06P002,2025-02-01,R06,P002,78265.93,35045.22,Rolling Forecast
FC202502R06P003,2025-02-01,R06,P003,91771.22,36348.45,Rolling Forecast
FC202502R06P004,2025-02-01,R06,P004,98301.17,35256.44,Rolling Forecast
FC202502R06P005,2025-02-01,R06,P005,110149.35,37698.79,Rolling Forecast
FC202502R06P006,2025-02-01,R06,P006,62520.73,17034.36,Rolling Forecast
FC202502R06P007,2025-02-01,R06,P007,62855.96,20203.83,Rolling Forecast
FC202502R06P008,2025-02-01,R06,P008,101142.24,36266.26,Rolling Forecast
FC202503R01P001,2025-03-01,R01,P001,84522.27,35194.06,Rolling Forecast
FC202503R01P002,2025-03-01,R01,P002,86187.94,39529.92,Rolling Forecast
FC202503R01P003,2025-03-01,R01,P003,88396.63,33661.04,Rolling Forecast
FC202503R01P004,2025-03-01,R01,P004,109131.34,37546.89,Rolling Forecast
FC202503R01P005,2025-03-01,R01,P005,107626.54,35349.32,Rolling Forecast
FC202503R01P006,2025-03-01,R01,P006,71451.10,20596.61,Rolling Forecast
